uniprot_id,value
P10275,0.048983862372408905
P35222,0.04181249059840912
P21333,0.03500969535457972
P00533,0.02809556771529556
P01375,0.022653742048280696
P31749,0.022582263712603225
Q03135,0.020696631379523614
P24385,0.02064263761297253
P07900,0.0194206536357925
Q9Y4K3,0.019100459661024877
